Target_gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	Representative miRNA	Cumulative weighted context score	Total context score	Aggregate PCT	Previous TargetScan publication(s)
CG31473	FBtr0081749	-	3009	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.59	< 0.1	
Shaw	FBtr0089274	Shaker cognate w	318	0	0	0	0	2	0	2	0	dme-miR-999-3p	0	-0.04	0.16	
CG9016	FBtr0079151	-	39118	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.42	0.14	
cu	FBtr0113219	curled	4986	0	0	0	0	1	0	1	0	dme-miR-999-3p	0	-0.44	< 0.1	
fog	FBtr0333182	folded gastrulation	2198	1	0	0	1	0	0	0	0	dme-miR-999-3p	0	-0.30	0.80	
Hsl	FBtr0086270	Hormone-sensitive lipase	1433	0	0	0	0	1	1	0	0	dme-miR-999-3p	0	-0.32	< 0.1	
CG12054	FBtr0335408	-	5419	0	0	0	0	1	0	1	0	dme-miR-999-3p	0	-0.02	< 0.1	
CG42668	FBtr0302673	-	2489	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.18	< 0.1	
uzip	FBtr0345678	unzipped	2389	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.31	< 0.1	
Tsp66E	FBtr0076506	Tetraspanin 66E	5687	0	0	0	0	2	1	0	1	dme-miR-999-3p	0	-1.05	< 0.1	
CG45263	FBtr0345457	-	1465	1	0	0	1	0	0	0	0	dme-miR-999-3p	0	-0.14	0.47	
CG10097	FBtr0347004	-	30083	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.01	N/A	
CG1690	FBtr0336936	-	1429	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.14	< 0.1	
SpdS	FBtr0082078	Spermidine Synthase	5623	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.18	< 0.1	
mus205	FBtr0088831	mutagen-sensitive 205	640	0	0	0	0	1	1	0	0	dme-miR-999-3p	0	-1.12	< 0.1	
alphaSnap	FBtr0074840	alpha Soluble NSF attachment protein	7858	0	0	0	0	1	0	1	0	dme-miR-999-3p	0	-0.07	< 0.1	
CG6420	FBtr0339242	-	1624	0	0	0	0	1	1	0	0	dme-miR-999-3p	0	-0.03	< 0.1	
lmgA	FBtr0333419	lemming A	1451	0	0	0	0	1	1	0	0	dme-miR-999-3p	0	-1.47	< 0.1	
CG4884	FBtr0344620	-	1421	0	0	0	0	1	0	1	0	dme-miR-999-3p	0	-1.33	< 0.1	
CG3226	FBtr0070993	-	5339	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.35	0.18	
spoon	FBtr0070795	spoonbill	11697	0	0	0	0	1	0	1	0	dme-miR-999-3p	0	-0.02	< 0.1	
Slh	FBtr0335169	SLY-1 homologous	2190	1	0	0	1	0	0	0	0	dme-miR-999-3p	0	-0.67	0.76	2011
CG14439	FBtr0070960	-	1231	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.42	< 0.1	
kuk	FBtr0083397	kugelkern	6934	0	0	0	0	1	1	0	0	dme-miR-999-3p	0	-0.91	< 0.1	
CG4080	FBtr0309506	-	485	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.25	< 0.1	
CG6805	FBtr0086966	-	2981	0	0	0	0	1	1	0	0	dme-miR-999-3p	0	-0.19	< 0.1	
Octbeta1R	FBtr0100322	Octopamine beta1 receptor	254	1	0	0	1	0	0	0	0	dme-miR-999-3p	0	-0.30	0.47	
ana1	FBtr0084645	anastral spindle 1	881	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.30	< 0.1	
Calx	FBtr0344317	Na/Ca-exchange protein	3653	1	1	0	0	0	0	0	0	dme-miR-999-3p	0	-1.35	0.73	
lmgB	FBtr0333420	lemming B	1447	0	0	0	0	1	1	0	0	dme-miR-999-3p	0	-0.84	< 0.1	
CG9948	FBtr0333081	-	1178	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.15	N/A	
barr	FBtr0081348	barren	1591	0	0	0	0	1	1	0	0	dme-miR-999-3p	0	-0.50	< 0.1	
ap	FBtr0086058	apterous	4235	0	0	0	0	1	0	1	0	dme-miR-999-3p	0	-0.02	0.13	
Atg4a	FBtr0332569	Autophagy-related 4a	3436	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.07	0.10	
Rsf1	FBtr0333411	Repressor splicing factor 1	1904	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.38	< 0.1	
CG6610	FBtr0077048	-	3103	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.51	< 0.1	
CG32647	FBtr0346126	-	5765	1	1	0	0	1	0	0	1	dme-miR-999-3p	0	-3.70	0.56	
MtnE	FBtr0346342	Metallothionein E	3316	0	0	0	0	1	1	0	0	dme-miR-999-3p	0	-1.84	< 0.1	
dpr21	FBtr0334939	defective proboscis extension response 21	1056	0	0	0	0	2	0	1	1	dme-miR-999-3p	0	-0.48	< 0.1	
Debcl	FBtr0086108	Death executioner Bcl-2	2985	0	0	0	0	1	0	1	0	dme-miR-999-3p	0	-0.47	< 0.1	
IA-2	FBtr0301417	IA-2 protein tyrosine phosphatase	24640	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.01	< 0.1	
Ntf-2	FBtr0333762	Nuclear transport factor-2	10694	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.15	< 0.1	
ND-13A	FBtr0345333	NADH dehydrogenase (ubiquinone) 13 kDa A subunit	21930	0	0	0	0	1	0	1	0	dme-miR-999-3p	0	-0.54	< 0.1	
CG17107	FBtr0336848	-	3408	0	0	0	0	1	1	0	0	dme-miR-999-3p	0	-1.52	< 0.1	
CG40160	FBtr0333380	-	1419	0	0	0	0	1	0	1	0	dme-miR-999-3p	0	-0.21	< 0.1	
CG31468	FBtr0334769	-	16093	1	0	0	1	0	0	0	0	dme-miR-999-3p	0	-0.69	0.53	
CG42237	FBtr0073722	-	705	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.45	< 0.1	
RpL24	FBtr0342637	Ribosomal protein L24	81981	0	0	0	0	1	0	1	0	dme-miR-999-3p	0	-0.52	< 0.1	
CG42487	FBtr0300439	-	1439	0	0	0	0	1	0	1	0	dme-miR-999-3p	0	-0.42	< 0.1	
cic	FBtr0334305	capicua	6555	0	0	0	0	1	0	1	0	dme-miR-999-3p	0	-0.02	0.12	
CG9471	FBtr0082160	-	2587	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.12	< 0.1	
CG30291	FBtr0071549	-	3008	0	0	0	0	1	0	1	0	dme-miR-999-3p	0	-0.42	< 0.1	
Poxm	FBtr0111026	Pox meso	161	0	0	0	0	1	0	1	0	dme-miR-999-3p	0	-0.02	< 0.1	
inv	FBtr0345673	invected	143	0	0	0	0	1	0	1	0	dme-miR-999-3p	0	-0.03	< 0.1	
Or59c	FBtr0072020	Odorant receptor 59c	5	0	0	0	0	1	0	1	0	dme-miR-999-3p	0	-0.72	< 0.1	
Spase22-23	FBtr0305044	Spase 22/23-subunit	10204	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.17	< 0.1	
CG34215	FBtr0112408	-	2210	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.51	< 0.1	
CG12279	FBtr0082656	-	2618	0	0	0	0	1	0	1	0	dme-miR-999-3p	0	-0.10	N/A	
Epac	FBtr0329849	Exchange protein directly activated by cAMP	917	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.01	< 0.1	
CG17528	FBtr0111277	-	4295	0	0	0	0	1	1	0	0	dme-miR-999-3p	0	-0.26	< 0.1	
Cyp312a1	FBtr0332863	Cyp312a1	3066	1	0	0	1	0	0	0	0	dme-miR-999-3p	0	-0.50	0.76	2011
CG8311	FBtr0087121	-	1778	1	1	0	0	0	0	0	0	dme-miR-999-3p	0	-1.16	0.66	
Ada2b	FBtr0334315	transcriptional Adaptor 2b	4128	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.13	< 0.1	
Ugt	FBtr0075064	UDP-glucose-glycoprotein glucosyltransferase	3169	0	0	0	0	1	0	1	0	dme-miR-999-3p	0	-0.44	< 0.1	
CtBP	FBtr0334516	C-terminal Binding Protein	11369	0	0	0	0	1	1	0	0	dme-miR-999-3p	0	-0.37	< 0.1	
CG32181	FBtr0301018	-	1368	0	0	0	0	1	1	0	0	dme-miR-999-3p	0	-0.27	< 0.1	
CG12025	FBtr0345381	-	7471	1	0	1	0	0	0	0	0	dme-miR-999-3p	0	-0.02	0.21	
ple	FBtr0345585	pale	9930	0	0	0	0	2	0	1	1	dme-miR-999-3p	0	-0.13	0.16	
RpS26	FBtr0346591	Ribosomal protein S26	136734	0	0	0	0	1	0	1	0	dme-miR-999-3p	0	-0.36	< 0.1	
Rbm13	FBtr0346163	RNA-binding motif protein 13	1525	0	0	0	0	1	0	1	0	dme-miR-999-3p	0	-0.08	< 0.1	
CG10562	FBtr0084851	-	6156	0	0	0	0	1	0	1	0	dme-miR-999-3p	0	-0.92	< 0.1	
Atg13	FBtr0081843	Autophagy-related 13	3078	0	0	0	0	1	0	1	0	dme-miR-999-3p	0	-0.02	< 0.1	
Meics	FBtr0075791	Meiotic central spindle	877	1	1	0	0	0	0	0	0	dme-miR-999-3p	0	-0.41	< 0.1	
mthl14	FBtr0072501	methuselah-like 14	670	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.01	N/A	
key	FBtr0072428	kenny	2774	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.71	< 0.1	
Ggamma30A	FBtr0079797	G protein subunit gamma at 30A	8169	0	0	0	0	2	0	1	1	dme-miR-999-3p	0	-1.31	< 0.1	
Art7	FBtr0114564	Arginine methyltransferase 7	723	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.01	< 0.1	
CG7470	FBtr0309869	-	5365	0	0	0	0	1	0	1	0	dme-miR-999-3p	0	-0.02	< 0.1	
fbl	FBtr0078187	fumble	3496	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.06	< 0.1	
CG9864	FBtr0086320	-	11	0	0	0	0	1	1	0	0	dme-miR-999-3p	0	-0.58	< 0.1	
CG9246	FBtr0081472	-	2049	0	0	0	0	1	0	1	0	dme-miR-999-3p	0	-0.02	N/A	
HP1c	FBtr0084309	Heterochromatin Protein 1c	547	0	0	0	0	1	0	1	0	dme-miR-999-3p	0	-0.02	N/A	
CG18480	FBtr0343717	-	792	1	0	1	0	0	0	0	0	dme-miR-999-3p	0	-0.02	0.46	
MetRS-m	FBtr0347148	"Methionyl-tRNA synthetase, mitochondrial"	704	1	0	1	0	0	0	0	0	dme-miR-999-3p	0	-0.02	0.33	
CG7839	FBtr0076207	-	1424	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.01	< 0.1	
Prp8	FBtr0088016	pre-mRNA processing factor 8	5313	0	0	0	0	1	0	1	0	dme-miR-999-3p	0	-0.25	< 0.1	
CG31111	FBtr0084790	-	659	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.25	< 0.1	
RpS28b	FBtr0343411	Ribosomal protein S28b	130357	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.51	< 0.1	
CG9005	FBtr0300945	-	4620	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.23	< 0.1	
CG2747	FBtr0081817	-	2616	0	0	0	0	1	0	1	0	dme-miR-999-3p	0	-0.14	N/A	
Dys	FBtr0334562	Dystrophin	3702	0	0	0	0	1	0	1	0	dme-miR-999-3p	0	-0.02	0.12	
CG1620	FBtr0300830	-	3062	0	0	0	0	1	0	1	0	dme-miR-999-3p	0	-0.02	< 0.1	
CG4768	FBtr0347029	-	4689	0	0	0	0	1	0	1	0	dme-miR-999-3p	0	-0.07	< 0.1	
CG7564	FBtr0345387	-	772	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.01	< 0.1	
Parp	FBtr0113885	Poly-(ADP-ribose) polymerase	2983	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.01	< 0.1	
S6kII	FBtr0333715	Ribosomal protein S6 kinase II	1264	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.01	< 0.1	
mts	FBtr0343416	microtubule star	37138	0	0	0	0	1	1	0	0	dme-miR-999-3p	0	-0.06	< 0.1	
DCTN4-p62	FBtr0088944	"Dynactin 4, p62 subunit"	1933	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.01	< 0.1	
CG6094	FBtr0337004	-	2543	0	0	0	0	1	0	1	0	dme-miR-999-3p	0	-0.02	N/A	
comm2	FBtr0075580	comm2	977	0	0	0	0	1	0	1	0	dme-miR-999-3p	0	-0.09	0.11	
CG3420	FBtr0086135	-	907	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.39	< 0.1	
Maf1	FBtr0113830	Maf1	2921	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.01	< 0.1	
Actn	FBtr0070345	alpha actinin	11970	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.05	< 0.1	
CG17508	FBtr0086071	-	4491	0	0	0	0	1	0	1	0	dme-miR-999-3p	0	-0.02	< 0.1	
CG14200	FBtr0074721	-	1936	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.01	< 0.1	
Sgf11	FBtr0113179	SAGA associated factor 11kDa	834	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.04	< 0.1	
Nup188	FBtr0302596	Nucleoporin 188kDa	530	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.47	< 0.1	
